"","umap1","umap2"
"1",-0.292816205207679,4.64591625976999
"2",2.27174311852156,6.71841293795378
"3",0.122346152190105,3.93827920013188
"4",-0.95265117397715,5.76452692542182
"5",0.441491185639743,3.66395239994778
"6",1.51982166513705,5.73692230862436
"7",0.445495020003845,3.79202361053104
"8",2.02459841936303,4.77321800530782
"9",2.31590830353223,-8.60076588183218
"10",0.860970911551558,-8.08706950781019
"11",-0.57234335004211,-11.3398113617048
"12",-0.123972431738317,4.22325324298732
"13",2.82281195377653,-8.21856731615464
"14",-10.4328585075945,-4.85331845251858
"15",-2.08872535387783,-10.1501601319711
"16",3.51675034887037,6.42796730415766
"17",3.35969877579345,6.50518847931857
"18",-10.3363180901837,-3.98635792099579
"19",1.15787994539677,6.88743013964808
"20",-0.972077941921591,5.84972354864064
"21",-10.1648825337705,-4.43628293225387
"22",-8.26465205299533,-3.16490602031657
"23",1.19588180605974,-7.93726948747549
"24",0.665078856386913,-8.17586659786735
"25",-0.528509722629008,-11.2988998145849
"26",2.75255252266936,-8.08462106102739
"27",-0.449696820229571,6.09464344979967
"28",-2.14763381696888,-10.1310729635818
"29",-10.3838096060047,-4.9611279366913
"30",3.51932036265242,6.42095431579686
"31",-1.2096157531998,5.62161237825479
"32",-9.62447784450877,-3.91430380308546
"33",0.364536429282311,-8.56101456708624
"34",-0.211496418652788,6.14711625572009
"35",-0.818774424604947,4.66977913727289
"36",1.03949775946433,5.12332201557644
"37",-2.32660430898418,-10.2028669476257
"38",2.8140627855698,6.16195122609167
"39",0.467417826722058,-8.13809041984846
"40",-0.0476031571636145,-12.1190789133732
"41",2.821180830362,-8.14624348287163
"42",-0.1502729289593,-12.2812519372618
"43",-0.1196607081506,5.56197130027342
"44",1.74988934530857,5.52631340000489
"45",-1.06835394063992,-10.8678842286847
"46",-10.4750714134937,-4.18911100585504
"47",0.0519005710958897,4.99667698681062
"48",0.656173149408128,5.70022728999356
"49",3.0302644568588,6.12909861891798
"50",2.73465152914558,-9.05976002539545
"51",-9.74691662548052,-3.98148395243819
"52",1.52371913923891,5.77368951504714
"53",2.3036540050364,-8.10194618725641
"54",1.9556372930388,5.24852560574872
"55",-2.15670004237718,-10.1860982307477
"56",-10.2810268914203,-4.30498176471589
"57",0.0443198620226884,3.6865641490458
"58",1.96617918704329,7.05740972755922
"59",-0.620130320680975,-11.3312652239554
"60",0.277262383165354,5.33056295512372
"61",-0.287491649821405,-8.78917781332524
"62",3.29579007788983,6.09551018590476
"63",2.04601570731599,-8.98149682133133
"64",-10.5540388887914,-4.34328761230926
"65",1.64900104109573,6.201140593082
"66",1.64839883573459,5.09072445089265
"67",0.619473803693285,-8.18553866401382
"68",-10.6845963868449,-4.30427596924833
"69",0.437815916468393,6.31739762559891
